,IDP_name,regressor,coef_,p_fdr,p_raw,score (R2),phenotype,confounds,Dataset,data type
0,lh_caudalanteriorcingulate_area,IDP (dkt),-0.04019189035116066,0.8769213130521146,0.21184310715874277,0.06884389828209236,neo_n,"['hm', 'age', 'sex', 'FS_IntraCranial_Vol', 'dummy_MGH', 'dummy_UCLA', 'dummy_UMinn']",HCP_Aging,dkt
1,lh_caudalanteriorcingulate_area,hm,-0.03844059528825543,0.2653526435185101,0.22041674156261215,0.06884389828209236,neo_n,"['hm', 'age', 'sex', 'FS_IntraCranial_Vol', 'dummy_MGH', 'dummy_UCLA', 'dummy_UMinn']",HCP_Aging,dkt
2,lh_caudalanteriorcingulate_area,age,-0.23979662384143177,1.284898113832848e-13,1.2212453270876722e-14,0.06884389828209236,neo_n,"['hm', 'age', 'sex', 'FS_IntraCranial_Vol', 'dummy_MGH', 'dummy_UCLA', 'dummy_UMinn']",HCP_Aging,dkt
3,lh_caudalanteriorcingulate_area,sex,-0.062298873554989205,0.13339840013943274,0.08834703626258267,0.06884389828209236,neo_n,"['hm', 'age', 'sex', 'FS_IntraCranial_Vol', 'dummy_MGH', 'dummy_UCLA', 'dummy_UMinn']",HCP_Aging,dkt
4,lh_caudalanteriorcingulate_area,FS_IntraCranial_Vol,0.03259778273751028,0.8952799596443146,0.4097563544057108,0.06884389828209236,neo_n,"['hm', 'age', 'sex', 'FS_IntraCranial_Vol', 'dummy_MGH', 'dummy_UCLA', 'dummy_UMinn']",HCP_Aging,dkt
5,lh_caudalanteriorcingulate_area,dummy_MGH,-0.027015530706745724,0.46974796099410937,0.44238455871010873,0.06884389828209236,neo_n,"['hm', 'age', 'sex', 'FS_IntraCranial_Vol', 'dummy_MGH', 'dummy_UCLA', 'dummy_UMinn']",HCP_Aging,dkt
6,lh_caudalanteriorcingulate_area,dummy_UCLA,0.03811172552213773,0.3590103025944818,0.2941007833627609,0.06884389828209236,neo_n,"['hm', 'age', 'sex', 'FS_IntraCranial_Vol', 'dummy_MGH', 'dummy_UCLA', 'dummy_UMinn']",HCP_Aging,dkt
7,lh_caudalanteriorcingulate_area,dummy_UMinn,0.05583874174122641,0.18521560854962213,0.13065088394909052,0.06884389828209236,neo_n,"['hm', 'age', 'sex', 'FS_IntraCranial_Vol', 'dummy_MGH', 'dummy_UCLA', 'dummy_UMinn']",HCP_Aging,dkt
8,lh_caudalanteriorcingulate_area,IDP (dkt),-0.03982081360111597,0.5885005761332409,0.22780667463222226,0.020380016175906013,sadRawScore,"['hm', 'age', 'sex', 'FS_IntraCranial_Vol', 'dummy_MGH', 'dummy_UCLA', 'dummy_UMinn']",HCP_Aging,dkt
9,lh_caudalanteriorcingulate_area,hm,0.07606952623516175,0.02178685660208015,0.01817287779687482,0.020380016175906013,sadRawScore,"['hm', 'age', 'sex', 'FS_IntraCranial_Vol', 'dummy_MGH', 'dummy_UCLA', 'dummy_UMinn']",HCP_Aging,dkt
10,lh_caudalanteriorcingulate_area,age,0.04086577720717804,0.5980495894031753,0.19414271743953426,0.020380016175906013,sadRawScore,"['hm', 'age', 'sex', 'FS_IntraCranial_Vol', 'dummy_MGH', 'dummy_UCLA', 'dummy_UMinn']",HCP_Aging,dkt
11,lh_caudalanteriorcingulate_area,sex,-0.008949523286385593,0.988857356699332,0.8112354892306217,0.020380016175906013,sadRawScore,"['hm', 'age', 'sex', 'FS_IntraCranial_Vol', 'dummy_MGH', 'dummy_UCLA', 'dummy_UMinn']",HCP_Aging,dkt
12,lh_caudalanteriorcingulate_area,FS_IntraCranial_Vol,-0.05984760267783035,0.20374417608685122,0.14021104590923095,0.020380016175906013,sadRawScore,"['hm', 'age', 'sex', 'FS_IntraCranial_Vol', 'dummy_MGH', 'dummy_UCLA', 'dummy_UMinn']",HCP_Aging,dkt
13,lh_caudalanteriorcingulate_area,dummy_MGH,0.042821581594993934,0.3017827007592113,0.23526999853462782,0.020380016175906013,sadRawScore,"['hm', 'age', 'sex', 'FS_IntraCranial_Vol', 'dummy_MGH', 'dummy_UCLA', 'dummy_UMinn']",HCP_Aging,dkt
14,lh_caudalanteriorcingulate_area,dummy_UCLA,0.06148830166707718,0.12184998678812908,0.09900451688096501,0.020380016175906013,sadRawScore,"['hm', 'age', 'sex', 'FS_IntraCranial_Vol', 'dummy_MGH', 'dummy_UCLA', 'dummy_UMinn']",HCP_Aging,dkt
15,lh_caudalanteriorcingulate_area,dummy_UMinn,-0.024267213031546955,0.5861882482280742,0.5217053224700843,0.020380016175906013,sadRawScore,"['hm', 'age', 'sex', 'FS_IntraCranial_Vol', 'dummy_MGH', 'dummy_UCLA', 'dummy_UMinn']",HCP_Aging,dkt
16,lh_caudalanteriorcingulate_thickness,IDP (dkt),-0.006672798796050752,0.9530374755440262,0.8592863385679361,0.06757716548461679,neo_n,"['hm', 'age', 'sex', 'FS_IntraCranial_Vol', 'dummy_MGH', 'dummy_UCLA', 'dummy_UMinn']",HCP_Aging,dkt
17,lh_caudalanteriorcingulate_thickness,hm,-0.038310498916219626,0.2653526435185101,0.2223412567353893,0.06757716548461679,neo_n,"['hm', 'age', 'sex', 'FS_IntraCranial_Vol', 'dummy_MGH', 'dummy_UCLA', 'dummy_UMinn']",HCP_Aging,dkt
18,lh_caudalanteriorcingulate_thickness,age,-0.2359414980194011,9.262974485306101e-11,5.428302252141748e-11,0.06757716548461679,neo_n,"['hm', 'age', 'sex', 'FS_IntraCranial_Vol', 'dummy_MGH', 'dummy_UCLA', 'dummy_UMinn']",HCP_Aging,dkt
