,IDP_name,regressor,coef_,p_fdr,p_raw,phenotype,confounds,Dataset,score (R2)
0,lh_caudalanteriorcingulate_area,IDP (feature),-0.0626309380053975,0.12027530444312139,0.055611162269400216,Neuroticism,['hm'],HCP_YA,0.005099855514647977
1,lh_caudalanteriorcingulate_area,hm,-0.02722312600295538,0.7510897232664634,0.4050580142644655,Neuroticism,['hm'],HCP_YA,0.005099855514647977
2,lh_caudalanteriorcingulate_area,IDP (feature),-0.011750457124254645,0.9633312983157156,0.7199088734724972,Sadness,['hm'],HCP_YA,0.0003115429781597179
3,lh_caudalanteriorcingulate_area,hm,-0.011753433285901869,0.8743019148927793,0.7198409263285139,Sadness,['hm'],HCP_YA,0.0003115429781597179
4,lh_caudalanteriorcingulate_thickness,IDP (feature),0.010986950011018902,0.7770011399455471,0.735226885109765,Neuroticism,['hm'],HCP_YA,0.0013620570340581173
5,lh_caudalanteriorcingulate_thickness,hm,-0.0354323333865295,0.7510897232664634,0.27557837121392215,Neuroticism,['hm'],HCP_YA,0.0013620570340581173
6,lh_caudalanteriorcingulate_thickness,IDP (feature),0.03034133717892538,0.8482662322031442,0.3505090801178563,Sadness,['hm'],HCP_YA,0.0010960227485633522
7,lh_caudalanteriorcingulate_thickness,hm,-0.013805969936193723,0.8743019148927793,0.6709190877775733,Sadness,['hm'],HCP_YA,0.0010960227485633522
8,lh_caudalanteriorcingulate_volume,IDP (feature),-0.046557892428522554,0.24036721845028036,0.1537833279332439,Neuroticism,['hm'],HCP_YA,0.003385713739270102
9,lh_caudalanteriorcingulate_volume,hm,-0.030405521159447665,0.7510897232664634,0.3514626768147915,Neuroticism,['hm'],HCP_YA,0.003385713739270102
10,lh_caudalanteriorcingulate_volume,IDP (feature),-0.007142781827301268,0.9772715745447847,0.8269719560967288,Sadness,['hm'],HCP_YA,0.00022619895187914185
11,lh_caudalanteriorcingulate_volume,hm,-0.012515590917849645,0.8743019148927793,0.7017212437197897,Sadness,['hm'],HCP_YA,0.00022619895187914185
12,lh_caudalmiddlefrontal_area,IDP (feature),-0.05952848973648249,0.13224409267290055,0.07252095404642933,Neuroticism,['hm'],HCP_YA,0.004638671846002085
13,lh_caudalmiddlefrontal_area,hm,-0.023135636402348687,0.7510897232664634,0.48489434509221097,Neuroticism,['hm'],HCP_YA,0.004638671846002085
14,lh_caudalmiddlefrontal_area,IDP (feature),0.0389484076766532,0.7312469095213593,0.24048220708592005,Sadness,['hm'],HCP_YA,0.0016300552525284617
15,lh_caudalmiddlefrontal_area,hm,-0.021171515333474326,0.8743019148927793,0.5233393381916032,Sadness,['hm'],HCP_YA,0.0016300552525284617
16,lh_caudalmiddlefrontal_thickness,IDP (feature),0.08529566938410872,0.034422945235278696,0.008575686567560581,Neuroticism,['hm'],HCP_YA,0.008505432204867103
17,lh_caudalmiddlefrontal_thickness,hm,-0.03859520769961666,0.7510897232664634,0.23361436346976827,Neuroticism,['hm'],HCP_YA,0.008505432204867103
